Poll_ID,Pollster,Date,n,Period,party,share
BT02180129A,Forsa,2018-01-29,2505,22.01.–26.01.,FDP,9
BT02180129A,Forsa,2018-01-29,2505,22.01.–26.01.,Linke,10
BT02180129A,Forsa,2018-01-29,2505,22.01.–26.01.,AfD,12
BT02180129A,Forsa,2018-01-29,2505,22.01.–26.01.,BSW,NA
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,CDUCSU,33
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,SPD,18
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,Gruene,11
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,FDP,10
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,Linke,11
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,AfD,14
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,BSW,NA
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,CDUCSU,31
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,SPD,19
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,Gruene,14
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,FDP,7
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,Linke,11
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,AfD,14
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,BSW,NA
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,CDUCSU,33
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,SPD,20
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,Gruene,11
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,FDP,9
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,Linke,10
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,AfD,13
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,BSW,NA
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,CDUCSU,33
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,SPD,18
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,Gruene,13
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,FDP,9
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,Linke,9
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,AfD,13
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,BSW,NA
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,CDUCSU,32
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,SPD,18
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,Gruene,13
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,FDP,9
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,Linke,9
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,AfD,14
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,BSW,NA
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,CDUCSU,31
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,SPD,18
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,Gruene,13
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,FDP,10
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,Linke,10
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,AfD,13
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,BSW,NA
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,CDUCSU,34
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,SPD,20
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,Gruene,11
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,FDP,9
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,Linke,9
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,AfD,12
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,BSW,NA
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,CDUCSU,33
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,SPD,16
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,Gruene,13
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,FDP,9
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,Linke,11
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,AfD,15
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,BSW,NA
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,CDUCSU,33
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,SPD,19
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,Gruene,11
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,FDP,9
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,Linke,10
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,AfD,14
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,BSW,NA
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,CDUCSU,34
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,SPD,16
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,Gruene,13
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,FDP,9
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,Linke,10
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,AfD,13
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,BSW,NA
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,CDUCSU,34
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,SPD,17
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,Gruene,12
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,FDP,9
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,Linke,10
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,AfD,14
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,BSW,NA
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,CDUCSU,32
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,SPD,17.5
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,Gruene,12
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,FDP,11
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,Linke,9.5
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,AfD,13
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,BSW,NA
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,CDUCSU,33
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,SPD,17
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,Gruene,12
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,FDP,8
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,Linke,11
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,AfD,14
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,BSW,NA
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,CDUCSU,33
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,SPD,17
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,Gruene,11
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,FDP,10
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,Linke,11
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,AfD,15
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,BSW,NA
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,CDUCSU,35
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,SPD,18
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,Gruene,12
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,FDP,9
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,Linke,9
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,AfD,13
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,BSW,NA
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,CDUCSU,32
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,SPD,16
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,Gruene,12
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,FDP,8
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,Linke,12
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,AfD,16
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,BSW,NA
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,CDUCSU,34
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,SPD,18
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,Gruene,11
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,FDP,9
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,Linke,9
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,AfD,15
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,BSW,NA
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,CDUCSU,33
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,SPD,16
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,Gruene,12
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,FDP,9
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,Linke,11
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,AfD,15
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,BSW,NA
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,CDUCSU,35
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,SPD,18
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,Gruene,12
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,FDP,9
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,Linke,9
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,AfD,13
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,BSW,NA
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,CDUCSU,34
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,SPD,19
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,Gruene,12
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,FDP,9
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,Linke,9
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,AfD,13
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,BSW,NA
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,CDUCSU,33
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,SPD,19
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,Gruene,12
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,FDP,8
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,Linke,10
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,AfD,13
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,BSW,NA
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,CDUCSU,34
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,SPD,18
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,Gruene,13
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,FDP,9
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,Linke,10
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,AfD,12
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,BSW,NA
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,CDUCSU,32
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,SPD,19
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,Gruene,12
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,FDP,9
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,Linke,11
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,AfD,13
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,BSW,NA
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,CDUCSU,33
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,SPD,19
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,Gruene,11
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,FDP,9
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,Linke,10
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,AfD,14
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,BSW,NA
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,CDUCSU,34
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,SPD,19
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,Gruene,11
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,FDP,8
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,Linke,10
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,AfD,13
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,BSW,NA
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,CDUCSU,34
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,SPD,19
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,Gruene,11
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,FDP,10
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,Linke,10
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,AfD,12.5
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,BSW,NA
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,CDUCSU,33
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,SPD,18
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,Gruene,11
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,FDP,10
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,Linke,10
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,AfD,13
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,BSW,NA
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,CDUCSU,33
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,SPD,19
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,Gruene,12
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,FDP,9
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,Linke,10
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,AfD,13
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,BSW,NA
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,CDUCSU,34
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,SPD,18
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,Gruene,12
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,FDP,9
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,Linke,10
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,AfD,13
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,BSW,NA
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,CDUCSU,31
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,SPD,19
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,Gruene,12
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,FDP,9
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,Linke,11
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,AfD,14
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,BSW,NA
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,CDUCSU,34
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,SPD,17
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,Gruene,11
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,FDP,8
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,Linke,11
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,AfD,15
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,BSW,NA
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,CDUCSU,34
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,SPD,18
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,Gruene,12
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,FDP,8
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,Linke,11
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,AfD,12
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,BSW,NA
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,CDUCSU,33
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,SPD,18
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,Gruene,12
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,FDP,9
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,Linke,10
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,AfD,13
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,BSW,NA
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,CDUCSU,33
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,SPD,18
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,Gruene,12
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,FDP,9
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,Linke,10
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,AfD,14
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,BSW,NA
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,CDUCSU,34
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,SPD,17
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,Gruene,12
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,FDP,8
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,Linke,11
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,AfD,13
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,BSW,NA
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,CDUCSU,32
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,SPD,20
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,Gruene,11
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,FDP,9
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,Linke,10
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,AfD,13
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,BSW,NA
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,CDUCSU,33
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,SPD,19
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,Gruene,14
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,FDP,8
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,Linke,9
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,AfD,13
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,BSW,NA
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,CDUCSU,33
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,SPD,18
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,Gruene,11
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,FDP,9
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,Linke,11
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,AfD,14
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,BSW,NA
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,CDUCSU,34
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,SPD,19
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,Gruene,12
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,FDP,9
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,Linke,10
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,AfD,12
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,BSW,NA
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,CDUCSU,32
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,SPD,17
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,Gruene,12
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,FDP,10
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,Linke,10
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,AfD,15
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,BSW,NA
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,CDUCSU,33
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,SPD,18
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,Gruene,12
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,FDP,9
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,Linke,11
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,AfD,13
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,BSW,NA
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,CDUCSU,34
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,SPD,18
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,Gruene,13
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,FDP,9
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,Linke,10
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,AfD,12
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,BSW,NA
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,CDUCSU,34
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,SPD,20.5
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,Gruene,11
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,FDP,10
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,Linke,9
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,AfD,12
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,BSW,NA
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,CDUCSU,32
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,SPD,18
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,Gruene,12
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,FDP,9
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,Linke,10
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,AfD,15
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,BSW,NA
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,CDUCSU,34
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,SPD,20
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,Gruene,13
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,FDP,7
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,Linke,10
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,AfD,13
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,BSW,NA
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,CDUCSU,33
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,SPD,17
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,Gruene,12
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,FDP,9
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,Linke,11
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,AfD,13
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,BSW,NA
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,CDUCSU,32
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,SPD,18
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,Gruene,12
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,FDP,9
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,Linke,11
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,AfD,14
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,BSW,NA
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,CDUCSU,34
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,SPD,17
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,Gruene,13
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,FDP,9
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,Linke,10
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,AfD,12
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,BSW,NA
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,CDUCSU,34
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,SPD,17
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,Gruene,12
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,FDP,8
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,Linke,10
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,AfD,14
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,BSW,NA
BT02180505P,Forsa,2018-05-05,2003,30.04.–04.05.,CDUCSU,34
BT02180505P,Forsa,2018-05-05,2003,30.04.–04.05.,SPD,18
